pls,pulsa
plsa,pulsa
pmain,pemain
pmbelian,pembelian
pmbngn,pembangunan
pmbngnn,pembangunan
pmbyran,pembayaran
pmenang,pemenang
pmeran,pameran
pnasx,panasnya
pndah,pindah
pndahkn,pindahkan
pndai,pandai
pndeta,pendeta
pndh,pindah
pndhkan,pindahkan
pndk,pendek
pndngn,pandangan
pndok,pondok
pnempatan,penempatan
png,ingin
pngaduan,pengaduan
pngamatan,pengamatan
pngandaran,pangandaran
pngantin,pengantin
pngawas,pengawas
pngecekan,pengecekan
pngeckn,pengecekan
pngemar,penggemar
pngemudi,pengemudi
pngen,ingin
pnggemar,penggemar
pnggil,panggil
pnggila,panggilan
pnggiln,panggilan
pnggiran,pinggiran
pnggl,panggil
pngguna,pengguna
pngil,panggil
pngila,panggilan
pngiln,penggilan
pngiran,pinggiran
pngkal,pangkal
pngkatan,pangkatan
pngl,panggil
pngn,ingin
pngnnya,inginnya
pngnya,inginnya
pngthan,pengetahuan
pnguna,pengguna
pngunjungna,pengunjungnya
pngusaha,pengusaha
pnh,pernah
pnjam,pinjam
pnjang,panjang
pnjem,pinjam
pnngkatan,peningkatan
pnter,pintar
pntes,pantas
pntg,penting
pnting,penting
pntng,penting
pntu,pintu
pnuh,penuh
pnumpang,penumpang
pnungang,penunggang
pny,punya
pnya,punya
pokoke,pokoknya
pokokmen,pokoknya
pokokna,pokoknya
pokokny,pokoknya
pokoknyah,pokoknya
pokoknye,pokoknya
ponakan2,ponakan-ponakan
posisix,posisinya
position,posisi
positip,positif
positive,positif
poto,foto
poto2,foto-foto
potone,fotonya
potonga,potongan
potongane,potongannya
potonganya,potongannya
potongny,potongannya
prancis,perancis
prasaan,perasaan
prasamu,perasaanmu
prasan,perasaan
prbaikn,perbaikan
prbndinganya,perbandingannya
prbyar,prabayar
prcaya,percaya
prcya,percaya
prduk,produk
prepare,persiapan
present,hadir
prformance,pertunjukan
prg,pergi
prgi,pergi
prginy,perginya
prginya,perginya
prhatian,perhatian
prhatin,perhatikan
prhtungan,perhitungan
price,harga
prlu,perlu
prmintaan,permintaan
prmslhkan,permasalahkan
prmukaan,permukaan
prmukan,permukaan
prnah,pernah
prngkt,perangkat
prnh,pernah
produck,produk
product,produk
promise,berjanji
prtm,pertama
prtma,pertama
prtunjukan,pertunjukan
prumahan,perumahan
prusahaan,perusahaan
prusahan,perusahaan
prushaan,perusahaan
prushan,perusahaan
prustasi,frustasi
prwakilan,perwakilan
ps.mingu,pasar minggu
ps.rebo,pasar rebo
psang,pasang
psangin,pasangkan
psat,pusat
psawat,pesawat
pscabyar,pascabayar
psi,pssi
pst,pasti
psti,pasti
pstikan,pastikan
pstikn,pastikan
pstkn,pastikan
psukan,pasukan
pswt,pesawat
ptgs,petugas
pth,putih
ptih,putih
ptngn,potongan
ptong,potong
ptongn,potongan
puanas,panas
public,publik
pulg,pulang
pulkam,pulang kampung
pulng,pulang
punten,maaf
punx,punya
puny,punya
pupuler,popular
pura2,pura-pura
puteri,putri
puth,putih
putrie,putri
putry,putri
py,bagaimana
pye,bagaimana
q,saya
qlw,kalau
qm,kamu
qt,kita
qta,kita
qu,saya
quality,kualitas
quiz,kuis
raiso,tidak bisa
rame,ramai
rame2,ramai-ramai
rasax,rasanya
realitinya,realitanya
receptionist,resepsionis
regi,harga
relation,relasi
relationship,hubungan
relax,santai
reliability,tahan uji
remember,ingat
remembers,mengingatkan
remembr,ingat
repair,perbaiki
repeat,ulangi
replacement,penggantian
replay,pengulangan
report,laporan
reports,laporan
resources,sumberdaya
respect,rasa hormat
revelusion,revolusi
reverse,kebalikan
review,tinjau
reward,hadiah
rgunan,ragunan
rmah,rumah
rmai,ramai
rmbut,rambut
rmh,rumah
rncana,rencana
rncn,rencana
rncna,rencana
row,baris
rsa,rasa
rsak,rusak
rsany,rasanya
rsanya,rasanya
sabaraha,berapa
sabarahaeun,berapa
saeutik,sedikit
safetybelt,sabuk pengaman
saia,saya
saiki,sekarang
sajah,saja
sakalian,sekalian
sam2,sama-sama
sama2,sama-sama
sampe,sampai
sampein,sampaikan
samperin,datangi
samrinda,samarinda
sangad,sangat
sanget,sangat
sangune,uang sakuku
sangup,sanggup
sante2,santai-santai
sapa,siapa
sapah,siapa
sape,siapa
sarano,sarannya
saranya,sarannya
sarap,saraf
sare,tidur
sarebuan,seribuan
sareng,bareng
sat,saat
satuany,satuannya
satuju,setuju
saudra,saudara
sbaliknya,sebaliknya
sbar,sabar
sbb,sebagai berikut
sbel,sebel
sbelah,sebelah
sbelom,sebelum
sbelum,sebelum
sbelumnya,sebelumnya
sbenarnya,sebenarnya
sbenernya,sebenarnya
sberapo,seberapa
sbg,sebagai
sbgai,sebagai
sbgi,sebagai
sbginya,sebagainya
sbk,sibuk
sblah,sebelah
sblh,sebelah
sblm,sebelum
sblmnya,sebelumnya
sblom,sebelum
sblum,sebelum
sbner,sebenarnya
sbnernya,sebenarnya
sbnrnya,sebenarnya
sbnrnye,sebenarnya
sbntar,sebentar
sbnyk,sebanyak
sbongkah,sebingkah
sbr,sabar
sbraha,berapa
sbrnya,sebenarnya
sbrp,seberapa
sbtr,sebentar
sbtu,sabtu
sbuah,sebuah
sbuk,sibuk
sbut,sebut
sbutin,sebutkan
scandal,skandal
scepatnya,secepatnya
sceptnya,secepatnya
sch,sekolah
schol,sekolah
scholarship,beasiswa
scptny,secepatnya
scptnya,secepatnya
scr,secara
scra,secara
sdah,sudah
sdap,sedap
sdekah,sedekah
sdg,sedang
sdh,sudah
sdih,sedih
sdikit,sedikit
sdkh,sedekah
sdkit,sedikit
sdkt,sedikit
sdng,sedang
sdngkan,sedangkan
sdotan,sedotan
sdra2,saudara-saudara
sebenrnya,sebenarnya
seberapo,seberapa
seblm,sebelum
seblum,sebelum
seblumnya,sebelumnya
sebnarnye,sebenarnya
sebntr,sebentar
sebrang,seberang
sebrangnya,seberangnya
secepetnya,secepatnya
secret,rahasia
security,keamanan
sedaya,semua
sekate,sekata
sekate-kate,sekata-kata
seken,bekas
seklian,sekalian
sekola,sekolah
selese,selesai
seling,selling
seller,penjual
selow,santai
semarfren,smartfren
semlm,semalam
semngat,semangat
sempeet,sempat
send,terkirim
senen,senin
seneng,senang
sepda,sepeda
sepert,seperti
sept,september
service,servis
sgala,segala
sgar,segar
sgera,segera
sgini,segini
sgitu,segitu
sgni,segini
sgt,sangat
shg,sehingga
sht,sehat
siapin,siapkan
signal,sinyal
signalnya,sinyalnya
siji,satu
silahakan,silahkan
silhkan,silahkan
simpen,simpan
simpenan,simpanan
simple,simpel
sitik,sedikit
sj,saja
sja,saja
sjti,sejati
skali,sekali
skali2,sekali-kali
skalian,sekalian
skaligus,sekaligus
skalinya,sekalinya
skarang,sekarang
skg ,sekarang
skit,sakit
skitar,sekitar
skitaran,sekitaran
sklh,sekolah
skola,sekolah
skolah,sekolah
skrg,sekarang
skrng,sekarang
slahkn,silahkan
slain,selain
slalu,selalu
slama,selama
slamat,selamat
slangkah,selangkah
slanjut,selanjut
slanjutnya,selanjutnya
slesai,selesai
slgkuh,selingkuh
slh,salah
slhkan,silahkan
slhkn,silahkan
slmat,selamat
slmt,selamat
slow,santai
slrh,seluruh
slruh,seluruh
slsai,selesai
slse,selesai
slu,selalu
sm,sama
smbg,sombong
smbhyg,sembahyang
smbil,sambil
smbl,sambil
smbong,sombong
smbuh,sembuh
smbung,sambung
smcam,semacam
smcm,semacam
smg,semoga
smga,semoga
smgat,semangat
smgt,semangat
smingu,seminggu
smlem,semalam
smlm,semalam
smoga,semoga
smpah,sumpah
smpai,sampai
smpaikn,sampaikan
smpati,simpati
smpe,sampai
smph,sumpah
smpi,sampai
smpingan,sampingan
smpurna,sempurna
smtr,semester
smua,semua
smw,semua
smwa,semua
sna,sana
sndiri,sendiri
sndirian,sendirian
sndr,sendiri
snen,senin
sneng,senang
sng,senang
sngaja,sengaja
sngat,sangat
sngj,sengaja
sngt,sangat
snguh,sungguh
snilai,senilai
so,jadi
sodara,saudara
sodaraan,bersaudara
sodaramu,saudaramu
sodaran,bersaudara
sodarany,saudaranya
solat,salat
sory,maaf
spnjag,sepanjang
sprt,seperti
sprti,seperti
sprtinya,sepertinya
spt,seperti
spti,seperti
sptny,sepertinya
sptnya,sepertinya
spu2,sepupu
spupu,sepupu
sputar,seputar
spy,supaya
spya,supaya
srapan,sarapan
sratus,seratus
srg,sering
sribu,seribu
sring,sering
srius,serius
sruh,suruh
srvcnya,servisnya
srvice,servis
standard,standar
statement,kalimat
stdy,studi
stengah,setengah
stgah,setengah
stgh,setengah
stia,setia
stiap,setiap
sticker,stiker
still,masih
stingi,setinggi
stlah,setelah
stlh,setelah
stngah,setengah
stngh,setengah
stock,persediaan
stuju,setuju
stupid,bodoh
subjec,subjek
subject,subjek
sulsel,sulawesi selatan
sumpeh,sumpah
sumph,sumpah
sunguh,sungguh
sunguh-sunguh,sungguh-sungguh
sunguh2,sungguh-sungguh
sunguhan,sungguhan
swt,subhanahu wata'ala
sy,saya
sya,saya
syg,sayang
syp,siapa
sypa,siapa
syudah,sudah
syukr,terimakasih
syukron,terimakasih
tahzan,bersedih
tajir,kaya
tak,tidak
takada,tidak ada
takan,tidak akan
takboleh,tidak boleh
takda,tidak ada
takdapat,tidak dapat
takde,tidak ada
takdo,tidak ada
takeabath,mandi
takjugak,tidak juga
takkan,tidak akan
takleh,tidak boleh
taklukan,taklukkan
takmau,tidak mau
takmintak,saya minta
taknak,tidak enak
taknampak,tidak nampak
takok,tanya
takon,tanya
takpa,tidak apa-apa
takpe,tidak apa-apa
taksuka,tidak suka
taktau,tidak tau
tanggalny,tanggalnya
tanggane,tetangganya
tangi,bangun
tangkep,tangkap
tangkiny,tangkinya
tanguh,tangguh
tangung,tanggung
tanks,terimakasih
tanye,tanya
tar,nanti
tasih,masih
taudah,tau dah
taudeh,tau dah
taugak,tau tidak
taun,tahun
taunan,tahunan
taunih,tau nih
tauny,taunya
td,tadi
tdaftar,terdaftar
tdak,tidak
tdi,tadi
tdiny,tadinya
tdinya,tadinya
tdk,tidak
tebakar,terbakar
tebel,tebal
tebengkalai,terbengkalai
tegoran,teguran
tejual,terjual
tekape,Tempat Kejadian Perkara
tekok,tanya
tekon,tanya
telfon,telepon
telimakacih,terimakasih
telp,telepon
telpon,telepon
telu,tiga
temn,teman
tenks,terimakasih
tenkyu,terimakasih
tentuin,tentukan
terbnyak,terbanyak
tereak,teriak
terpangang,terpanggang
tetep,tetap
teteup,tetap
teu,tidak
tga,tega
tgah,tengah
tgantung,tergantung
tggal,tanggal
tggalan,tanggalan
tggi,tinggi
tggl,tanggal
tggu,tunggu
tgihan,tagihan
tgjawab,tanggungjawab
tgkat,tingkat
tgl,tanggal
tgn,tangan
tgs,tugas
thanks,terimakasih
thanx,terimakasih
they,mereka
thn,tahun
thx,terimakasih
tidor,tidur
tiker,tikar
time,waktu
timnas,tim nasional
tingal,tinggal
tingalen,tinggalkan saja
tingalin,tinggalkan
tinggl,tinggal
tingi,tinggi
tjawab,terjawab
tjd,terjadi
tkejut,terkejut
tkg,tukang
tki,tenaga kerja Idonesia
tkp,Tempat Kejadian Perkara
tkpaham,tidak paham
tkpe,Tempat Kejadian Perkara
tks,terimakasih
tku,beli
tkut,takut
tkutnya,takutnya
tlah,telah
tlanjur,terlanjur
Tlf,telepon
tlg,tolong
tlh,telah
tlng,tolong
tlong,tolong
tlor,telor
tlp,telepon
tlpn,telepon
tlpnan,teleponan
tman,teman
tmbah,tambah
tmben,tumben
tmbh,tambah
tmbhan,tambahan
tmbhn,tambahan
tmen,teman
tmenan,berteman
tmenya,temannya
tmn,teman
tmnin,temani
tmnny,temannya
tmnnya,temannya
tmpat,tempat
tmpat2,tempat-tempat
tmpatny,tempatnya
tmpt,tempat
tmsk,termasuk
tmt,tamat
tmu,temu
tmukn,temukan
tnang,tenang
tndk,tindak
tndng,tanding
tng,tenang
tngah,tengah
tngal,tinggal
tngerang,tangerang
tnggal,tinggal
tnggi,tinggi
tnggl,tinggal
tnggu,tunggu
tnggung,tanggung
tngh,tengah
tngi,tinggi
tngkap,tangkap
tngkrongan,tongkrongan
tngl,tinggal
tngn,tangan
tngrng,tangerang
tngu,tunggu
tnp,tanpa
tnpa,tanpa
tntu,tentu
tny,tanya
tnya,tanya
tnyaen,tanyakan
tnye,tanya
tnykan,tanyakan
tnyt,ternyata
to,untuk
today,hari ini
tonight,malam ini
tp,tetapi
tpi,tapi
tpt,tepat
tq,terimakasih
trbaik,terbaik
trbang,terbang
trbaru,terbaru
trbng,terbang
trbntuk,terbentuk
trbnyk,terbanyak
trbuat,terbuat
trcela,tercela
tresno,suka
trf,tarif
trget,target
trgntung,tergantung
trguling,terguling
trhambat,terhambat
trhormat,terhormat
trhrmat,terhormat
triak,teriak
trjd,terjadi
trjual,terjual
trkait,terkait
trkenal,terkenal
trkhir,terakhir
trktir,traktir
trlalu,terlalu
trlanjur,terlanjur
trlihat,terlihat
trllu,terlalu
trlu,terlalu
trm,terima
trmasuk,termasuk
trminal,terminal
trminat,terminat
trmksi,terimakasih
trmsk,termasuk
trnsaksi,transaksi
trnsksi,transaksi
trnyata,ternyata
trnyt,ternyata
trptong,terpotong
trpuji,terpuji
trs,terus
trserah,terserah
trtentu,tertentu
TRUE,benar
trus,terus
trust,terpercaya
trutama,terutama
truth,kebenaran
try,mencoba
trz,terus
tsb,tersebut
ttap,tetap
ttapi,tetapi
ttd,tanda tangan
ttng,tentang
ttpi,tetapi
ttwa,tertawa
tu,itu
tuiter,twitter
tuiteran,twitteran
tuiterku,twitterku
tuker,tukar
tukeran,bertukar
tukoke,belikan
tukokne,belikan
tukokno,belikan
tukr,tukar
tuku,beli
tukuen,beli saja
tungu,tunggu
tungulah,tunggulah
tunjukan,tunjukkan
tunjukin,tunjukkan
turu,tidur
tv,televisi
twet,tweet
twit,tweet
twiter,twitter
twiteran,twitteran
u,kamu
u/,untuk
ud,sudah
uda,sudah
udah,sudah
Ude,sudah
udeh,sudah
udh,sudah
uga,tidak
ugak,tidak
ujan,hujan
uke,oke
ulngn,ulangan
ultah,ulang tahun
ulth,ulang tahun
uncle,paman
unyu,lucu
unyukan,lucukan
utamain,utamakan
utk,untuk
vacation,liburan
vidio,video
w,saya
wadh,aduh
wadoh,aduh
wadon,perempuan
wadu,aduh
waduh,aduh
wae,saja
wagub,wakil gubernur
wait,tunggu
walaupn,walaupun
want,ingin
wareg,kenyang
warkop,warung kopi
warteg,warung tegal
wat,untuk
web,situs
website,situs
wedok,perempuan
wekday,weekday
wekeend,akhir pekan
wekend,akhir pekan
wes,sudah
what,apa
when,kapan
where,dimana
while,ketika
why,kenapa
win,menang
wis,sudah
wkt,waktu
wktu,waktu
wktuny,waktunya
wktunya,waktunya
wnita,wanita
woman,wanita
women,wanita
wonten,ada
Wontene,yang ada
words,kata
work,bekerja
world,dunia
wrn,warna
wrna,warna
wtf,bangsat
Wuedan,edan
yaolo,Ya Allah
yaoloh,Ya Allah
Yaowoh,Ya Allah
yaud,ya sudah
Yauda,ya sudah
yaudah,ya sudah
Yaude,ya sudah
yaudeh,ya sudah
yaudh,ya sudah
yawdah,ya sudah
yawes,ya sudah
yaweslah,ya sudahlah
yawlloh,Ya Allah
yawloh,Ya Allah
Yawoh,Ya Allah
Ydh,ya sudah
year,tahun
yearbok,buku tahunan
yearbook,buku tahunan
yegak,iya tidak
yes,ya
yg,yang
yng,yang
yo,ya
yoi,ya
you,kamu
yowes,ya sudah
yoweslah,ya sudahlah
yowis,ya sudah
yth,yang terhormat
yudeh,ya sudah
yudh,ya sudah
ywd,ya sudah
ywdah,ya sudah
ywdh,ya sudah
ywdhlh,ya sudahlah
ywis,ya sudah
